STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2013,,1.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2014,,1.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2015,,-0.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2016,,0.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2017,,1.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2018,,2.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2019,,1.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2020,,0.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2021,,5.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2022,,8.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2023,,3.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,US,United States,2024,,2.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2017,,1.5,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2018,,1.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2019,,2.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2020,,0.2,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2021,,3.4,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2022,,11.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2023,,4.9,,d,definition differs (see metadata),,
dataflow,ESTAT:TEC00118(1.0),HICP - inflation rate,A,Annual,RCH_A_AVG,Annual average rate of change,CP00,All-items HICP,XK,Kosovo*,2024,,1.6,,d,definition differs (see metadata),,
